short_description,category
"The incidents happened over two months in 2011 at Southwest Florida International Airport in Fort Myers, Florida. According",TRAVEL
"Often, people travel from the U.S. to England wrapped in a sense of comfort, thinking, ""Well, they speak the same language, so I'll be able to get by just fine."" Or will you?",TRAVEL
See the complete list of the World's Most Amazing Hikes Related Content from The Active Times: 12 Sweet Spring Hikes: Wildflowers,TRAVEL
"Beginning at 1 p.m. ET today, we’ll reduce operations at JFK, LGA, EWR, and BOS. This is to ensure recovery of our operations",TRAVEL
"HPT: How's it going so far? RR: We've only done one so far, and we had five riders and myself. It was a good crowd, and that",TRAVEL
"Smart travelers know that being a frequent flyer is a game changer. As a member of an airline's frequent flyer program, you'll",TRAVEL
"On a recent Monday morning I walked into the Office of the Clerk of the Los Angeles Superior Court, plunked down $85, and sued American Airlines. I was mad. Very, very mad.
Allow me to explain.",TRAVEL
"Cuidad del Este is a bustling city on the Paraguayan side of the Rio Parana. It forms the triple frontier with Brazil and Argentina, but it couldn't be more different from its orderly neighbors.",TRAVEL
"This is meow-velous news!  If jet setting on a Hello Kitty plane wasn't enough, then feline fans should make haste to Sanrio",TRAVEL
Department of Transportation data show that 18 pets died last year in United's cargo program.,TRAVEL
"We may talk a lot about luxury hotels, but we're suckers for a good deal.",TRAVEL
"Earlier this week, with the help of Southern Living, we profiled four of the south's grand dame hotels that have been spruced",TRAVEL
"The cause? A rare temperature inversion, where hot air from above presses down to trap cold air -- along with pollution and",TRAVEL
"The view is completely breath-taking One of the villas So yea, see you there in our dreams. Think of the place as ""rustic",TRAVEL
"The remote South Atlantic island of St. Helena is forever linked with the name of Napoleon Bonaparte, the megalomaniacal Corsican-cum-French emperor who was exiled there by the British in 1815.",TRAVEL
For 12 glorious days the people of Minnesota (and all visitors to the state who are most welcome) immerse themselves in all things Fair-related; even those who don't go every year know all about it.,TRAVEL
"Regardless of how many times I've been to Paris, I still go through an extensive research process for hotels each and every time. Here's my list of the best in the three- and four-star range.",TRAVEL
"As you squeeze through walls of rock in an inflatable raft on a chute of whitewater, you might experience the nirvana that tourists did back in the '70s -- the 1870s, that is.",TRAVEL
Is it the end of an era?,TRAVEL
"Forget everything you know about youth hostels -- the squeaky bunks, the communal baths, the dude from Poughkeepsie who's been backpacking for two weeks but has totally seen the world, man, and U.S. imperialism has, like, got to be stopped.",TRAVEL
"The bottom line is, no matter how much you prepare for your trip, there will always be whoopses. In a way, our 'whoops' moments made for the funniest parts of our trip. Instead of feeling angry towards them, learn to embrace the whoops.",TRAVEL
"With Thanksgiving on the horizon, millions of Americans are gearing up to travel across the country for a slice of turkey",TRAVEL
"New York City doesn't lack for good food, but I've yet to find satisfying Singapore hawker (street food) fare. On a recent trip back, I ate my way through all my favorite local places. Here's a smattering of (just about) everything I miss.",TRAVEL
"Craving more Vigeland craziness? Take a video journey inside the park! You can visit Vigeland Park for free, and then you",TRAVEL
"Driving 1,900 miles from Cape Cod, Massachusetts, to Boulder, Colorado, can be stultifying, especially when you're in a car by yourself with no one for company except 15 fish and two dachshunds.",TRAVEL
"Called the Grand Canyon of the Pacific, Waimea Canyon is a stunning spot to have a picnic or go for a hike. And if you continue on to the end of the road you'll find postcard-worthy views of the Na Pali Coast.",TRAVEL
"With Valentine's Day approaching, you may be looking for London's unusual, unique or downright luxurious ways to mark the event with your significant other. Here are six of our favorites.",TRAVEL
"Koi-filled ponds create a serene setting among topiaries dating back to the 1920s. The castle has two restaurants, a tennis court, croquet lawn and an 18-hole professional putting range.",TRAVEL
"I’m not going to lie — I regret going to college. Don’t get me wrong, I learned a lot of stuff, sure. But that was years",TRAVEL
Some passengers understand that airport screening is a game and they seem ready to turn the tables.,TRAVEL
"(Photo Courtesy of Blue Lagoon) Mineral baths, therapeutic mud, volcanic springs--when it comes to hydrotherapy, nobody provides",TRAVEL
"Nothing but water tumbling from a vertical drop, waterfalls have a transcendent beauty that's almost difficult to explain -- there's the rush of the flowing water, the crash falling over the rocks and the residual spray of the cascade.",TRAVEL
"I'd like to apologize to everyone who has ever asked me for a recommendation on where to go. You see, I hadn't been to Cyprus, and surely, the answer should almost always be Cyprus.",TRAVEL
"You don't have to let the political antics on Capitol Hill spoil your travel fun in Washington D.C. Check out the ""Washington D.C.: All Shut Down and Somewhere to Go guide"" for places to enjoy while congress members sweat it out.",TRAVEL
Here's the TSA's top travel tips just in time for the holidays.,TRAVEL
Check this list of 12 shockingly affordable paradises you can live in for peanuts... though you'll probably be packed and out the door by number seven.,TRAVEL
"6. Salt flats If lake or pond water evaporates instead of seeping into the ground, it'll leave mineral compounds behind on",TRAVEL
It's a virtual cool down. You're welcome.,TRAVEL
My nose was stimulated by stand after stand of amazing smells. It was then that one of the chefs stepped from behind his stall to call after us.,TRAVEL
Not many people go to the tiny island of Barbuda. The out of the way leeward island in the British West Indies is accessible to those who make the effort: The 11-mile long powder soft beach is specked with crushed pink coral.,TRAVEL
"BARCELONA, SPAIN Get your credit cards ready. We eyed round-trip flights from NYC to Barcelona for under $400 throughout",TRAVEL
Four things you should know about your summer vacation.,TRAVEL
"For tourists who are visiting Ecuador and can't afford a trip to the Galapagos, the giant tortoise shell in Rodrigo Dueñas' recently opened science museum in downtown Quito is a good way to get close.",TRAVEL
"Due to the unique wraparound layout of the tracks in this section and their proximity to the waterfront, this section of the High Line may be the most striking yet.",TRAVEL
"From the inaugural Storytelling Theme on Maptia, we bring you the inspiring tales of thirteen mountainous adventures from all over the world. You can see them laid out on the map below.",TRAVEL
I recall hearing that they don't actually celebrate St. Patrick's Day in Ireland. Not true!,TRAVEL
"It's important for passengers to know their rights when faced with air-travel snafus, from delayed flights to overbooked planes. The following is a primer on basic air-passenger rights in the U.S. and Europe.",TRAVEL
"Italy's Dolomite Mountains are well known for their world-class adventure activities, from skiing and snowboarding in the winter to hiking and mountain biking in the summer. But for those interested in other styles of adventure, winter in the Dolomites offers an array of unique activities.",TRAVEL
"In 2005, the FAA released a statement about mandating the use of car seats in purchased seats on planes for children under two.",TRAVEL
Elk have antlers and you do not.,TRAVEL
"You might be tempted to spend the summer grilling in your backyard, but when there are so many different kinds of smoked meats to try from sea to shining sea, why not explore all of the true BBQ that America has to offer?",TRAVEL
The best spots to grub down outdoors this summer.,TRAVEL
"We've all been there. You line up at airport security and start putting everything on the conveyor belt -- shoes, laptop, scarf -- but then realize you packed a full-sized bottle of shampoo in your carry-on. Luckily, beauty company 3FLOZ is stepping in.",TRAVEL
There is a place whose people have been on a never-ending quest to achieve a concord between life's jagged puzzle pieces. And some believe they have found its secrets.,TRAVEL
Celtic music (both Irish and Scottish) stirs me. It's a great part of travel here. I see the tumult of the past and the love,TRAVEL
Now if only someone could get to work on those jet packs.,TRAVEL
"Uptake has analyzed millions of status updates, photo captions and album covers on Facebook in order to bring you a list of the most smooch-worthy spots in the U.S. that people are talking about.",TRAVEL
"We may never look like Daniel Craig, but we can stay in just as nice a suite.",TRAVEL
"It's happening, people. (Credit: TC Harrison) Memorial Day Weekend starts the summer season and with that comes BBQs, beach",TRAVEL
I've focused my picks on man-made monoliths that are enormous enough to make you grab for your camera and text message friends.,TRAVEL
"I hadn't been in Santiago for a while. Now that I'm back, however, the truth is I'm not filled with the same apathy I was when I left three months ago to gallivant around Patagonia .",TRAVEL
"When it comes to vodka, the Russians don't mess around.",TRAVEL
"I've come to Durham for the Annual Bull Durham Blues Festival, being held at the same ballpark where they filmed Bull Durham, but right now I'm learing about Southern cooking.",TRAVEL
"From above the #Hollywood sign. pic.twitter.com/kDvk4FO1eX — Beautiful Pictures (@BEAUTIFULPlCS) February 11, 2014 The iconic",TRAVEL
"Delta etc: $90-$100 overweight charge plus $25 ($115-$125 total)
FedEx Ground: $36.14
Southwest: $50",TRAVEL
"Getting to the top, and seeing what lay on the other side, is a moment I'll remember and treasure for the rest of my life.",TRAVEL
"Traveling with family or a large group? Renting a villa may be a better value than a hotel. With the right villa rental, you'll have more space, family-friendly amenities and can live like locals rather than tourists. Plus, depending on the villa, you can save money.",TRAVEL
Purrfect for travel. 🐱,TRAVEL
"I am a person who decides what I want and boom, I make it happen. Motherhood was not that way for me. It's late. I am working",TRAVEL
"It's true you've changed over the years, although people hear your name and still think you're as plain as the potatoes that used to cover your fields. They stereotype you for being the first planned suburb. I know you're more than that.",TRAVEL
"At what age should we start slathering on the creams to protect our skin from the dangerous UV rays? Is it enough to only use creams and lotions? Does it really expire after a year? And heck, are you supposed to wear sun-protective clothing all year?",TRAVEL
"Whether it's the people, the culture, the scenery or some combination of all of the above, there is something about the country that compels you to want to explore more.",TRAVEL
"If you ever dreamed of a long-distance rail journey through forests and along lake shores, stopping at picturesque little towns, maybe you should look north.",TRAVEL
It took me about a month to go through everything in my house. I opened a drawer and pulled out six remote controls. Six,TRAVEL
"Americans naturally think Europeans are more sophisticated when it comes to sunbathing ""au naturel."" The reality is, however, that the U.S. has some of nicest, most popular, well managed, and friendliest nude sunbathing resorts in the world.",TRAVEL
"People always say that education is the best investment you can make in your kids. I agree. However, people forget that your",TRAVEL
"When the air turns crisp and cold, cruise lines know families look to flee Old Man Winter with a sunny, tropical escape. That's why many cruises enhance their holiday offerings to lure families onto the ships.",TRAVEL
"I admit it: I might have an addiction to free, hotel-provided amenities.",TRAVEL
"The snow is melting, but ski destinations can be just as pleasurable when the weather heats up: They've got some serious scenery going on.",TRAVEL
"Atlanta - Buckhead (March 17-25): Brunch, lunch and dinner at the trendy neighborhood's best restaurants starts at $15 per",TRAVEL
"To get the scoop on what makes this Moroccan city so exciting now, Indagare reached out to insiders in the fields of fashion, design and culinaria.",TRAVEL
"Photos courtesy of Tender2. Another year, another cool design idea in hotels. Tender2 is, perhaps, a more high-class version",TRAVEL
"Sunset over Gulf St Vincent by kasand kasand Lonsdale, Australia It's almost hard to believe reality can be this beautiful",TRAVEL
"if you've got an iPhone, you've got a leg up on other leaf peepers.",TRAVEL
"Just a friendly reminder from your local TSA agent that you can't bring these on a plane. The TSA, which is wont to highlight",TRAVEL
"There's no better place to relax in the sun than these charming, quaint towns that exude Americana.",TRAVEL
"According to an airline spokesperson, the matter is being investigated. Lamberg is offering a $10,000 reward to those who",TRAVEL
"Mention Colorado Springs and you probably think of Pikes Peak, the highest mountain in the southern Front Range of the Rockies",TRAVEL
I decided to construct a mock trip to compare the price and experience when using a travel agent against the high-and-mighty internet -- a multi-city itinerary that could use some human manipulation.,TRAVEL
"“Perhaps the Trump brand could take some lessons from Norway, where they have the BEST hotels.""",TRAVEL
"But what is the exact nature of this festival, and how best can you enjoy it? We checked in with a couple of the most informed Mardi Gras sources.",TRAVEL
They grew up in a parsonage in a small Yorkshire village called Haworth. This has been converted into the Brontë museum and contains some of the most important relics left behind by the sisters.,TRAVEL
"Somewhere near the back of a very large airplane, I had a window seat, flying from Amsterdam to Minneapolis. We had finished the first meal, the second glass of wine. Most of the seatback video screens glowed a new movie.",TRAVEL
"Raymon N. Bickson is a hero of India's $20 billion hospitality industry. He's feted in India's political, business and social circles for having re-energized the country's leading hotel chain, helping drive up annual tourist arrivals",TRAVEL
"When we last checked in with Charles Platkin, aka The Diet Detective, he had just released his sixth Annual Airline Snacking",TRAVEL
"I said yes to a trip to Atlantis, The Palm's Aquaventure water park in Dubai. Then I remembered that I can't swim.",TRAVEL
"I think a lot of people think too deeply about travel, as if every moment on the road has to have profound impact and meaning. I've always found travelers who shun anything ""cheesy"" to be some of my least favorite.",TRAVEL
"Massage, not necessarily prostitution or erotic, is one of Thailand's calling cards. You might call it one of the exports",TRAVEL
"Tired of visiting the same designer boutiques, venerable chains and fluorescently-lit retail centers? So are we. That's why we decided to scour the globe for unique shopping spots; in these retail heavens, you'll find an eclectic array of boutique haunts, stylish department stores and secret discount venues.",TRAVEL
"Cool neighborhoods Time to rethink underappreciated Albuquerque More in our reason to visit ""smaller cities"" series Food",TRAVEL
"The parks service is waiving entrance fees at all 397 national parks this month, from the mighty Yosemite in California's stretch of the Sierra Nevada mountains to the tiny Hot Springs National Park in central Arkansas.",TRAVEL
"Before Afghanistan became synonymous with the war and the Taliban, it looked quite a bit different. Judging from these vintage",TRAVEL
"Very few employers are interested in lending you three weeks to wander aimlessly, explore the greater universe, and ""find yourself."" Do it now.",TRAVEL
"I have been lucky enough to travel around the world to pursue a passion of mine, giving back to people in need, but my trip to Oklahoma proves that you don't need to go far to make an impact. Do what you can to make a difference -- you don't need to go far to do something that matters.",TRAVEL
"ow does nature overtake a cemetery? Maybe the last living members of the group in charge die, or the families with relatives",TRAVEL
Prague isn't the only city to set limits on love locks: authorities in Paris have discussed removing locks from the Pont,TRAVEL
"While there's certainly nothing wrong with a game of golf or tennis, sometimes it's nice to mix things up and try something that's a little out of the ordinary.",TRAVEL
"On Sunday, daredevil Nik Wallenda completed a 1,500-foot high-wire walk over the Grand Canyon that had us all holding our",TRAVEL
A significant travel bargain right now---and this is even during the high season--is Kenya where skies are brilliant blue and more than 2 million wildebeest and zebra have migrated from Tanzania into the legendary Masai Mara.,TRAVEL
Right out of college I spent a year managing camps in Namibia. This might be part of the reason that Namibia is one of my favorite countries in Africa but I hope all the reasons below will be convincing for you as well.,TRAVEL
"Move over Full Moon Party and Coachella. From fashion to vegetable flinging and music festivals to national holidays, take a sneak peek at how the world parties hard and perhaps you animals may find yourself at one for your next international escapade.",TRAVEL
"On your next trip, try these 10 simple technology hacks to enjoy a blissfully smartphone-free vacation. Make your itinerary",TRAVEL
"A Sikh friend had asked me to note the ""peaceful atmosphere"" at the temple. Between photo opportunities, chats about cricket and the chanting marching out of the loudspeaker system, I was enjoying the temple, this wasn't easy advice to follow.",TRAVEL
Time to book a flight.,TRAVEL
"Whitewater rafting can spice up any trip, whether you're looking for a pleasant family float or a white-knuckle reunion of college friends. Here's what you need to know as you plan your next raft trip.",TRAVEL
"The Goats of Hope project provides children who are HIV/ AIDS infected or affected with a goat, thereby empowering them and helping them build up a life for themselves",TRAVEL
"First things first, the perfect vehicle for a Tampa jaunt is definitely the 2015 BMW M4 and if you are scratching your head wondering where the M4 came from, never fear BMW aficionados; it's really the M3 with a new name and slightly updated look minus a few doors and with a headier sense of style.",TRAVEL
What are the rules on flying with toddlers? And can investing really earn you a mountain of free frequent flyer miles?,TRAVEL
"This isn't a political opinion. This is a plea. Open our parks. We've been traveling across the U.S. visiting National Parks, State Parks, National Monuments. We're disappointed by the closures, but it isn't us that I'm most concerned about.",TRAVEL
Are you traveling with the guys and looking for some female company?,TRAVEL
"I figured I'd play the good, if aloof, son lingering in Draft Horse Town, chatting up the chuckwagon drivers, hobnobbing with the blacksmiths. But I had no idea how the Stampede changes even the most stubborn gait.",TRAVEL
Soon there may be no reason to complain about airport dining ever again.,TRAVEL
"If you need to get away -- far, far away -- to a magical place completely different from anything you're used to, visit Sumba",TRAVEL
"The German government celebrates the ""reunion"" of East and West. But let's be honest: The East was effectively annexed by the West, on Western terms.",TRAVEL
"Getting in shape, staying in touch with friends: the new year is all about making resolutions. Perhaps on your list for 2016",TRAVEL
"Flying with kids is never ideal, and can feel more like a necessary evil than a vacation at times. Unfortunately, short of magically teleporting, there are few ways to move a family thousands of miles within a day's time, crossing oceans and time zones in the process.",TRAVEL
"Prague's party scene is more beer and jazz, less ecstasy and techno. Although not as cheap as it once was, Prague's beer-brewing skills are amongst the best on the planet and you can still party like a king on a peasant's budget.",TRAVEL
"Alone on a hilltop somewhere over the coastal town of Lerici, I prayed that the insanity I felt wouldn't prove permanent. Although I'd never believed in it before, the little bit of Catholic that was left in me was given real consideration to the notion of purgatory.",TRAVEL
"Long-term traveling can teach you more than almost anything else. About yourself, about life, about what you need to be happy. It's too easy to get complacent at home and if you aren't at least a little uncomfortable, you probably aren't learning anything.",TRAVEL
And yet the Disney CEO acknowledged that the economy could be an issue for getting passengers on-board the billion-dollar,TRAVEL
"Salt Lake City is known for epic skiing in the winter, however, summertime offers some of the region's best hiking opportunities. Numerous hikes include lakes as destinations and are just minutes from Salt Lake City ski resorts, which offer a variety of summer activities and lodging deals.",TRAVEL
"This wanderluster found herself in a more remote, but still moving place.",TRAVEL
I once left a tip in Australia and was chased down the street by the waitress who thought I had left money behind on the table by mistake.,TRAVEL
This entry has expired,TRAVEL
"MissTravel.com, the bastion of all things sexy and dating which launched to much ado earlier this year, has polled its users",TRAVEL
"On this trip, my family bonded as we hiked, swam underneath a waterfall, went tubing, made s'mores and talked about life. We listened for coyotes, spotted a baby bear, walked in the rain and told scary ghost stories. Camping will definitely become a family tradition.",TRAVEL
"For some celebs, being a movie star or rock star simply isn't enough -- so they tacked hotelier onto their resumes.",TRAVEL
"Wearing scanty costumes of feathers and sequins, masqueraders will soon be marching, wining and chippin across Port of Spain while music blares from speaker boxes and alcohol abounds. This is not for the faint of endurance. Here are some things to know before you go.",TRAVEL
"I love the way the big cities of the Great Plains, from Edmonton and Calgary in the north to Oklahoma City here in the south, erupt with shiny skyscrapers out of the flatlands.",TRAVEL
"In Austin, TX, you can find bumper stickers that say ""Keep Austin Weird."" In Taos, you'll find one that says, ""Keep Taos Edgey."" Spend 10 minutes there and you'll know exactly why they say that.",TRAVEL
"Vast as Cairo is, it's a small world for the traveler when it comes to sights and tourist-friendly stops. Local guides, local friends, and both guidebooks I'm using all dip into the same tiny pool of a handful of sights, restaurants, cafés, parks, concert venues, and hotels in this teeming city of 17 million.",TRAVEL
Water is over-tapped and under-tended in many places around the world -- but not here. How has this alpine haven resisted temptation to bleed its most precious resource?,TRAVEL
"Outside Moab, Utah sit a string of spires known as the Fisher Towers. Beautiful in their own right, they're even more memorable",TRAVEL
Some travel surprises are good: discovering a hidden gem of a trattoria in Florence where you are greeted with hugs and an open bottle of Chianti. Here are seven fees you should factor into the budget -- including a few you can avoid altogether if you're smart.,TRAVEL
"In the airline industry, when a flight is delayed it usually means that something is wrong, somewhere. Generally, you're delayed because the airline cannot get you to your destination safely at the present moment, but is trying to work through the issue.",TRAVEL
"If you're a foodie with filet tastes and a burger budget, why not plan your next trip around a restaurant week?",TRAVEL
"New Mexico is an unlikely state for a ski trip. And Ruidoso isn't fancy. If Ruidoso were a shoe, it would be a Hush Puppy. No frills, but reliable and gets the job done.",TRAVEL
"Wherever the one billionth tourist arrives, he or she will be part of one of the fastest growing sectors of the world economy. Amid the doom and gloom of recent years, this is surely reason to celebrate.",TRAVEL
"I didn't want my nerves to distract me from my experiences abroad, so on a whim, I bought myself a journal and challenged myself to write, every day, for the next 100 days. Writing every day will help me to capture moments during my travels that I hope to remember for years to come -- little happenings that make a world of difference.",TRAVEL
Rick Collins is one of the reasons I love the hotel business.,TRAVEL
Where will you go for your next trip? And could that destination become what you will call home?,TRAVEL
"From Atlantic City to Santa Cruz, beach bums will strut their stuff down those sandy pathways, either taking in the views or letting loose on beachside coasters (or both!).",TRAVEL
"We've all got our own particular requisites when choosing a hotel room. Surely, though, we can all agree that when it comes to little things with a big impact, the bathtub reigns supreme.",TRAVEL
"New Orleans, aka The Big Easy ...and The Big Hard-To-Find-Food-That's-Not-Fried. Philadelphia, aka The City of Brotherly",TRAVEL
Finally! 🙌,TRAVEL
"The borders and rulers of Italy have always been fluid, at least until the twentieth century, and there are parts of the",TRAVEL
"Whether you're voting for Obama or Romney, these are the Washington, D.C., hot spots where you can drink like a politician -- and maybe even spot a few in action.",TRAVEL
"After three days of being tossed around on the ship, struggling to hold onto my bed while sleeping and avoiding the furniture that was literally flying across the cabin at one point, we have arrived in Antarctica.",TRAVEL
"Pastry chefs like Dominique Ansel, François Payard and Andrea Litvin spend their days crafting up delicious sweets for the world to enjoy. But what are their favorite desserts? We find out.",TRAVEL
Where have you traveled for a moment of zen? Email travel@huffingtonpost.com with your travel zen or submit below! This week's,TRAVEL
"Isolated for decades under a dictatorship that was harsh even by Communist standards, Albania opened up in the 1990s and has since been hustling to catch up to the rest of Europe.",TRAVEL
"Truth is, the TSA is looking for a one-in-a-billion terrorist who wants to blow up a plane and the rest of the time, it's supposed to be in the customer-service business, coaching passengers through a hopelessly convoluted and confusing screening process.",TRAVEL
"Most farming on Iceland is about raising animals, because grass is about all you can grow on the thin and poor soil. Icelanders",TRAVEL
"Far flung beaches, majestic sunsets, meze, mastika and non-stop music make Mykonos a must-see when you're touring the Greek islands.",TRAVEL
"Africa's elephants face an unprecedented poaching siege. It's a crisis of global significance that the U.S. government is taking action against -- and one in which safari ecotourism plays an important role, undergirding the value for local communities of keeping elephants alive.",TRAVEL
Charles McCool acquired his travel smarts the old fashioned way: he picked it up on the road. All of his trips were self,TRAVEL
"And to see our past featured Moments of Travel Zen... This week's Moment of Travel Zen comes to us from Casi, travel blogger",TRAVEL
"This week's Moment of Travel Zen comes to us from Louise Gibney, a travel blogger, of Northampton in England. I head to London",TRAVEL
Princess Cruise Lines puts a big effort into helping its cruisers be prepared for each port (better than the other lines,TRAVEL
"When I got speed coming down the hill from Durrow, I could free wheel most of the way along the flat piece of road that went past the Smollen's house.",TRAVEL
"If you're one to honor the emergence of seasonal ingredients, you'll find a cornucopia of food-centric festivals taking place all around the United States, from California to Massachusetts. Here are some of the season's most satiating celebrations.",TRAVEL
We picked our favorite boutiques that have all the necessary trappings for romance.,TRAVEL
"Attempting to drive an Alfa Romeo station wagon through the ancient villages of seaside Italy, I felt like a morbidly obese woman trying on skinny jeans.",TRAVEL
"When it comes to the very best European destinations, bigger does not always mean better.",TRAVEL
"In Japan this spring, the color of money is pink. Thanks to the weak yen, Japan is suddenly affordable. Visitors from Asia and elsewhere are coming in record numbers to experience that most iconic of Japanese events, cherry blossom season.",TRAVEL
"To be sure, I have almost always erred on the side of ""be aware, but go anyway"" when it comes to visiting countries embroiled in political or economic turmoil. But is that the case this time around?",TRAVEL
...looking for more than just a beach vacation.. Get started: Explore a nearby city for a day. Just doing the research and,TRAVEL
"Every year, hundreds of thousands of Catholics and non-Catholics alike visit the Basílica to kiss that very pillar seeking protection and showing their faith and love for Virgen del Pilar.",TRAVEL
Decorative gourd season is upon us.,TRAVEL
Enjoy your vacation without taking home extra pounds as a souvenir.,TRAVEL
"""In the past, it was believed that the city had a life of its own, its identity, its own mind and horoscope that determined",TRAVEL
"Fortunately, locals are working to preserve even the most esoteric historical gems. Hidden City Philadelphia runs occasional",TRAVEL
"Wat Muen Buddha Mettakhunaram is on the road to Mae Chan. There travelers making their way to the Golden Triangle, the meeting",TRAVEL
"How can we keep remaking our coast as Global Warming keeps relentlessly coming at us? And how can we ask people who live in the heartlands of the nation, and even on the West coast, to keep paying for New Yorkers and Philadelphians to visit their favorite summer vacation spot?",TRAVEL
"No surprises here, the average price of California hotels is the highest you'll find when booking your summer vacation this year.",TRAVEL
"China is quite fond of constructing faux-European towns. Tianducheng, located in Hangzhou, is a Paris clone -- complete with",TRAVEL
"These are not babymoons, per se, which are best spent relaxing on the beach. These four places are where you'll want to be on your own schedule to get adventurous, sample the local wines, and stay up into the wee hours.",TRAVEL
"The people and industry here in Milwaukee represent all the qualities necessary to help build a brand like Harley-Davidson - one focused on family, pride, strong work ethic and camaraderie.  Milwaukeeans have an unmatched creative and fun loving spirit, and they possess the skills and passion to produce some of the best products in the world.",TRAVEL
"This weather is making me want to get out and enjoy the outdoors, so I've selected the top spring and summer events/festival sure to make your day is brighter than the sun.",TRAVEL
"Travel is about going outside your comfort zones, meeting new people, learning things about yourself, experiencing new adventures, and truly living. So on your next journey, create your own endorphin high and enjoy coming home with tons of memories and a whittled waistline.",TRAVEL
"There's no end to our quest for self-improvement -- the urge to do everything better, smarter, faster, cooler. In this spirit",TRAVEL
"""[O]vernight cast member here. Please PLEASE leave your cremated loved ones at home. stop dumping them in Haunted Mansion",TRAVEL
"So why aren't any other watchdogs speaking out about this twisted business model, which relies on us paying for an unregulated currency in order to get the benefits all travelers probably deserve?",TRAVEL
"After several attempts to catch a taxi back to the ship, one of the local shopkeepers voluntarily came out of his store and helped me flag down a taxi and give the driver directions.",TRAVEL
Whether you're a beginner or advanced player the summer tennis camps/programs at the Drysdale Tennis School at Stratton Mountain Ski Resort in Vermont can help you hone your game -- and there are fringe benefits.,TRAVEL
"Our top 10 historic battlefields are just a sampling of the places where we can pay our respects to the fallen. However, they stand out for the attention they pay to preserving and sharing the history that unfolded on these very spots.",TRAVEL
"When Povilas came back he had a shot glass, a bottle of Jack Daniels and a packet of Marlboro Red in his hands. God help me, I thought.",TRAVEL
"I'd fallen asleep on a pool chaise the day before, with my chin resting on my hands. I figured it was a heat rash. I'd never seen a heat rash rage like this, though.",TRAVEL
There's nothing like a beautiful beach with cool saltwater air. But add a delicious snack -- whether it's locally sourced seafood or a frozen sugary treat -- and your beach experience will surely be elevated to a heavenly degree.,TRAVEL
"Flight Attendant We don't mean to state the obvious, but you'll get to fly all over, with perks like a flexible schedule",TRAVEL
"You'll find 10 properties that represent the crème de la crème of Canadian hospitality. While each hotel maintains a unique style, they all hold a prominent spot on our 2014 list of the Best Hotels in Canada thanks to their upscale amenities, inspiring settings and superlative service.",TRAVEL
"It's a baroque explosion of vaulted ceilings, endless rooms and gilding. You could be forgiven for thinking you were a long-lost Medici in this stunning perch.",TRAVEL
Girl gets on horse. Guy gets on different horse. Girl starts galloping. Guy follows five seconds after. Guy catches up to girl. Guy kisses girl. Guy wins.,TRAVEL
"You might be going on vacation this Presidents Day weekend, but not the kinds of vacations that President Obama, Prince Charles, and other world leaders take.",TRAVEL
"When you think of pasta, you probably think of Italy. Stories have long circulated, however, implying that the Chinese are in fact responsible for the creation of this culinary delight. And while NY-style cheesecakes are the best, America ultimately can't take credit for this rich and delicate dessert.",TRAVEL
Take. off. your. headphones.,TRAVEL
"The city has taken a beating in the press with the hard times that have befallen the auto industry and with emergency management, but it still has a vibrant culture: diverse restaurants, museums, architecture, and lots of live entertainment.",TRAVEL
"Pondicherry (today renamed Puducherry) is a small French town on the Coramandel coast of India, just two hours from Chennai. ""Give time a break"" says the Pondicherry Tourism slogan. It seems appropriate, for a break in this seaside town does take you into the slow lane.",TRAVEL
"I know we aren't the only family that struggles with how to manage screen time, find meaningful ways to connect, and genuinely enjoy each other. After a weekend in the woods, I realized camping was the very reason we were able to disconnect, and thereby reconnect, so easily.",TRAVEL
This looks pretty magical.,TRAVEL
"The next time you make a pilgrimage to the Wine Country, swing by some of Sonoma's wackiest tasting rooms, where you don't have to be a master sommelier to have a good time.",TRAVEL
"Today is a day of transition in the 8th annual around the world travel adventure competition. We are neither here nor there yet, but hovering in a place in between -- also known affectionately as a layover!",TRAVEL
"Since I'm not particularly into the art of sailing, when I went during the Louis Vuitton's Cup (preliminary races), I discovered plenty of other entertaining aspects. Here are six quirky reasons to head to San Francisco to watch an America's Cup race.",TRAVEL
This list will make you want to catch the next flight out!,TRAVEL
"Mount Everest has captivated intrepid men and women since the 1920s. The exploits of legends such as George Mallory, Sir",TRAVEL
"With some of the most diverse history in the world, the region is packed full of options.",TRAVEL
Toronto and Montreal's skylines are a contrast between new and old. They outline the differences between the two cities.,TRAVEL
"Two new developments on the London dining scene make for an alluring night out, before or after the theater.",TRAVEL
"With two months of traveling through Southeast Asia under our belts, we were starting to feel like quite the experienced",TRAVEL
"Years of work and millions of dollars have revamped the Malecon into an eye-popping, 12-block-long art show peppered by dozens of sculptures, mosaics and paintings along with all kinds of indoor and outdoor galleries.",TRAVEL
"In the clip above, an unidentified, seemingly confused woman yells at airport employees over their poor customer service",TRAVEL
"If you're looking to treat yourself to a Paris luxury hotel but can't make up your mind which one, the Shangri-La's pool could well tip the balance.",TRAVEL
"Summer might be coming to an end but Californians are excited because September equals wine, and lots of it.",TRAVEL
"If you want to get your bounce on this side of the pond, head to Montreal, where the Ecole National De Cirque, the TOHU Cite",TRAVEL
